[2015-03-20 10:08:26--281994]current cmd handler is 0,0x9f56870
[2015-03-20 10:53:31--733107]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:31--756479]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:32--733529]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:32--757006]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:33--754609]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:33--757722]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:34--755256]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:34--758202]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:35--787337]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:35--787905]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:36--755947]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:36--788343]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:37--756693]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:37--804024]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:38--757259]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:38--804672]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:39--758264]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:39--804802]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:40--758530]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:40--805472]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:41--759111]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:41--806094]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:42--759783]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:42--806743]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:43--760826]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:43--807589]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:44--761919]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:44--808952]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:45--762514]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:45--809453]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:46--763454]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:46--810363]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:47--779382]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:47--810919]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:48--799358]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:48--811689]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:49--799269]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:49--812191]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:50--799829]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:50--815888]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:51--804035]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:51--813348]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:52--801242]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:52--841821]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:53--806143]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:53--816140]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:54--802541]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:54--816877]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:55--804547]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:55--816826]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:56--805408]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:56--817127]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:57--805278]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:57--817574]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:58--805861]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:58--818248]recv server 8 keeplive,current server is 2
[2015-03-20 10:53:59--806484]recv server 6 keeplive,current server is 2
[2015-03-20 10:53:59--818834]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:00--806787]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:00--819340]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:01--829767]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:01--830227]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:02--861955]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:02--862142]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:03--831009]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:03--863012]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:04--831736]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:04--861964]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:05--832232]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:05--862563]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:06--832370]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:06--863113]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:07--833053]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:07--863891]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:08--858575]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:08--864472]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:09--879352]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:09--879660]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:10--881750]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:10--882205]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:11--882636]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:11--903943]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:12--914894]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:12--915068]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:13--903833]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:13--904097]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:14--882764]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:14--883196]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:15--882983]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:15--886443]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:16--905180]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:16--905610]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:17--906391]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:17--906583]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:18--929025]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:18--931517]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:19--906531]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:19--941368]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:20--933865]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:20--934192]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:21--931155]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:21--953425]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:22--954589]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:22--954976]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:23--951242]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:23--955136]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:24--954260]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:24--955940]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:25--955273]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:25--962999]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:26--955772]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:26--979080]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:27--956748]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:27--979746]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:28--957913]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:28--990356]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:29--960867]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:29--990651]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:30--958706]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:30--991584]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:31--959121]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:31--991912]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:32--978679]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:32--992373]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:33--962212]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:33--993195]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:34--982043]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:35--014957]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:36--006869]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:36--015264]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:37--007503]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:37--015971]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:38--008519]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:38--019715]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:39--030996]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:39--031454]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:40--053897]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:40--054243]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:41--039296]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:41--039642]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:42--033433]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:42--042000]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:43--049183]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:43--053550]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:44--034413]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:44--050305]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:45--035337]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:45--051188]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:46--036218]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:46--052234]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:47--036890]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:47--052512]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:48--037070]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:48--052730]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:49--040047]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:49--054013]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:50--037815]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:50--057810]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:51--038342]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:51--054858]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:52--038434]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:52--055535]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:53--039086]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:53--056018]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:54--039661]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:54--057773]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:55--040315]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:55--058340]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:56--041014]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:56--059989]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:57--041676]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:57--060679]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:58--042139]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:58--061125]recv server 6 keeplive,current server is 2
[2015-03-20 10:54:59--043333]recv server 8 keeplive,current server is 2
[2015-03-20 10:54:59--062161]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:00--044288]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:00--063195]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:01--045312]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:01--064337]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:02--045976]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:02--064770]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:03--047152]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:03--065548]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:04--053136]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:04--066847]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:05--047657]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:05--066658]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:06--054085]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:06--067226]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:07--054724]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:07--067532]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:08--078119]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:08--078561]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:09--079380]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:09--079814]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:10--079627]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:10--103662]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:11--105862]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:11--113747]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:12--101384]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:12--113928]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:13--081439]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:13--124652]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:14--081736]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:14--125212]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:15--081676]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:15--125703]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:16--081980]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:16--127945]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:17--082626]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:17--127219]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:18--098845]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:18--127333]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:19--098932]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:19--128026]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:20--134425]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:20--134974]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:21--118259]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:21--135603]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:22--128863]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:22--136265]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:23--148939]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:23--183293]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:24--129847]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:24--183423]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:25--133863]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:25--184080]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:26--130797]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:26--184711]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:27--154362]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:27--185718]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:28--154806]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:28--186794]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:29--156035]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:29--187843]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:30--156701]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:30--187796]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:31--157943]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:31--188811]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:32--158483]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:32--189423]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:33--178192]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:33--189582]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:34--175273]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:34--190380]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:35--160010]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:35--190758]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:36--160043]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:36--191397]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:37--187527]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:37--191527]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:38--180731]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:38--192222]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:39--195766]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:39--196114]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:40--196035]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:40--196700]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:41--197308]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:41--203205]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:42--214148]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:42--214624]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:43--203107]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:43--214149]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:44--203559]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:44--228164]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:45--204027]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:45--229033]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:46--220896]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:46--230402]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:47--227769]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:47--230954]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:48--206567]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:48--238462]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:49--207196]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:49--239037]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:50--207688]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:50--239758]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:51--208451]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:51--251670]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:52--208992]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:52--251869]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:53--216689]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:53--252077]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:54--210342]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:54--252696]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:55--210924]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:55--262092]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:56--227814]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:56--261973]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:57--212647]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:57--262463]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:58--232131]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:58--262485]recv server 8 keeplive,current server is 2
[2015-03-20 10:55:59--214440]recv server 6 keeplive,current server is 2
[2015-03-20 10:55:59--263654]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:00--214415]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:00--264554]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:01--215858]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:01--265750]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:02--216855]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:02--266806]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:03--217889]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:03--267872]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:04--218716]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:04--268947]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:05--219966]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:05--269997]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:06--220005]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:06--270952]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:07--221067]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:07--271974]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:08--222110]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:08--280182]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:09--223179]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:09--274142]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:10--224212]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:10--279473]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:11--253124]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:11--276181]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:12--254802]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:12--277807]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:13--255367]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:13--278343]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:14--256428]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:14--279386]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:15--257079]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:15--280075]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:16--258525]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:16--281413]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:17--278532]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:17--282375]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:18--279701]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:18--282616]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:19--280696]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:19--282868]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:20--281816]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:20--303542]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:21--282996]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:21--290038]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:22--283726]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:22--290731]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:23--284801]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:23--291744]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:24--284911]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:24--292735]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:25--286271]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:25--302970]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:26--303603]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:26--304251]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:27--359136]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:27--359638]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:28--385913]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:28--386106]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:29--386042]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:29--386480]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:30--386730]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:30--387087]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:31--417597]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:31--418029]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:32--389308]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:32--418197]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:33--409402]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:33--419282]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:34--410312]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:34--420201]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:35--411480]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:35--428996]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:36--442674]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:36--442956]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:37--413526]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:37--429776]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:38--414567]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:38--430446]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:39--415554]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:39--430570]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:40--416646]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:40--432177]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:41--417653]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:41--432409]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:42--418810]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:42--433530]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:43--421065]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:43--434658]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:44--436403]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:44--437439]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:45--421454]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:45--437356]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:46--428136]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:46--438809]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:47--428605]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:47--439381]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:48--429163]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:48--440052]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:49--429787]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:49--452845]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:50--429559]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:50--453314]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:51--429979]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:51--454943]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:52--430626]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:52--456029]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:53--431274]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:53--456215]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:54--431534]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:54--457451]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:55--431907]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:55--457352]recv server 8 keeplive,current server is 2
[2015-03-20 10:56:56--432085]recv server 6 keeplive,current server is 2
[2015-03-20 10:56:56--457476]recv server 8 keeplive,current server is 2
